"DARCODIGO";"PERCODIGO";"DARFECHAING";"DARINSTPROCED";"DARREPITE";"DARCURREP";"DARASIGPREF";"DARASIGDIFC";"DARDIGNIDAD";"DARLOGROS";"DARPARTIC";"DARCLUBES";"DAREXTRACU";"DAROBSERVACION";"DARPRODISC";"DARPDCAUSA";"DARPROAPROV";"DARPACAUSA";"DARPROASIS";"DARPASCAUSA";"DARCFEXONERA";"DARCFTIEMPO";"DARCFCAUSA"
"1618";"2707";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1619";"2708";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1620";"2709";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1621";"2710";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1622";"2711";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1623";"2712";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1624";"2713";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1625";"2714";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1626";"2715";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1627";"2716";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1628";"2717";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1629";"2718";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1630";"2719";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1631";"2720";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1632";"2721";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1633";"2722";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1634";"2723";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1635";"2724";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1636";"2725";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1637";"2726";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1638";"2727";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1639";"2728";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1640";"2729";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1641";"2730";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1642";"2731";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1643";"2732";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1644";"2733";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1645";"2734";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1646";"2735";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1647";"2736";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1648";"2737";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1649";"2738";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1650";"2739";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1651";"2740";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1652";"2741";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1653";"2742";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1654";"2743";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1655";"2744";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1656";"2745";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1657";"2746";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1658";"2747";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1659";"2748";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1660";"2749";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1661";"2750";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1662";"2751";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1663";"2752";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1664";"2753";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1665";"2754";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1666";"2755";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1667";"2756";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1668";"2757";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1669";"2758";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1670";"2759";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1671";"2760";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1672";"2761";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1673";"2762";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1674";"2763";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1675";"2764";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1676";"2765";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1677";"2766";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1678";"2767";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1679";"2768";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1680";"2769";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1681";"2770";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1682";"2771";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1683";"2772";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1684";"2773";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1685";"2774";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1686";"2775";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1687";"2776";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1688";"2777";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1689";"2778";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1690";"2779";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1691";"2780";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1692";"2781";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1693";"2782";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1694";"2783";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1695";"2784";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1696";"2785";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1697";"2786";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1698";"2787";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1699";"2788";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1700";"2789";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1701";"2790";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1702";"2791";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1703";"2792";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1704";"2793";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1705";"2794";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1706";"2795";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1707";"2796";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1708";"2797";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1709";"2798";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1710";"2799";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1711";"2800";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1712";"2801";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1713";"2802";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1714";"2803";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1715";"2804";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1716";"2805";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1717";"2806";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1718";"2807";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1719";"2808";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1720";"2809";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1721";"2810";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1722";"2811";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1723";"2812";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1724";"2813";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1725";"2814";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1726";"2815";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1727";"2816";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1728";"2817";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1729";"2818";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1730";"2819";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1731";"2820";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1732";"2821";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1733";"2822";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1734";"2823";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1735";"2824";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1736";"2825";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1737";"2826";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1738";"2827";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1739";"2828";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1740";"2829";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1741";"2830";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1742";"2831";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1743";"2832";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1744";"2833";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1745";"2834";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1746";"2835";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1747";"2836";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1748";"2837";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1749";"2838";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1750";"2839";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1751";"2840";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1752";"2841";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1753";"2842";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1754";"2843";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1755";"2844";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1756";"2845";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1757";"2846";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1758";"2847";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1759";"2848";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1760";"2849";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1761";"2850";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1762";"2851";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1763";"2852";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1764";"2853";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1765";"2854";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1766";"2855";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1767";"2856";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1768";"2857";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1769";"2858";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1770";"2859";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1771";"2860";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1772";"2861";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1773";"2862";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1774";"2863";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1775";"2864";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1776";"2865";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1777";"2866";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1778";"2867";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1779";"2868";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1780";"2869";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1781";"2870";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1782";"2871";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1783";"2872";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1784";"2873";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1785";"2874";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1786";"2875";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1787";"2876";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1788";"2877";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1789";"2878";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1790";"2879";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1791";"2880";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1792";"2881";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1793";"2882";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1794";"2883";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1795";"2884";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1796";"2885";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1797";"2886";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1798";"2887";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1799";"2888";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1800";"2889";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1801";"2890";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1802";"2891";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1803";"2892";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1804";"2893";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1805";"2894";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1806";"2895";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1807";"2896";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1808";"2897";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1809";"2898";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1810";"2899";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1811";"2900";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1812";"2901";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1813";"2902";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1814";"2903";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1815";"2904";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1816";"2905";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1817";"2906";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1818";"2907";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1819";"2908";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1820";"2909";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1821";"2910";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1822";"2911";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1823";"2912";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1824";"2913";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1825";"2914";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1826";"2915";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1827";"2916";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1828";"2917";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1829";"2918";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1830";"2919";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1831";"2920";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1832";"2921";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1833";"2922";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1834";"2923";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1835";"2924";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1836";"2925";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1837";"2926";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1838";"2927";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1839";"2928";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1840";"2929";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1841";"2930";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1842";"2931";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1843";"2932";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1844";"2933";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1845";"2934";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1846";"2935";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1847";"2936";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1848";"2937";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1849";"2938";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1850";"2939";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1851";"2940";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1852";"2941";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1853";"2942";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1854";"2943";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1855";"2944";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1856";"2945";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1857";"2946";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1858";"2947";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1859";"2948";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1860";"2949";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1861";"2950";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1862";"2951";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1863";"2952";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1864";"2953";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1865";"2954";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1866";"2955";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1867";"2956";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1868";"2957";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1869";"2958";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1870";"2959";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1871";"2960";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1872";"2961";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1873";"2962";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1874";"2963";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1875";"2964";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1876";"2965";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1877";"2966";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1878";"2967";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1879";"2968";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1880";"2969";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1881";"2970";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1882";"2971";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1883";"2972";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1884";"2973";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1885";"2974";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1886";"2975";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1887";"2976";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1888";"2977";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1889";"2978";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1890";"2979";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1891";"2980";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1892";"2981";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1893";"2982";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1894";"2983";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1895";"2984";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1896";"2985";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1897";"2986";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1898";"2987";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1899";"2988";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1900";"2989";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1901";"2990";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1902";"2991";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1903";"2992";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1904";"2993";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1905";"2994";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1906";"2995";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1907";"2996";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1908";"2997";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1909";"2998";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1910";"2999";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1911";"3000";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1912";"3001";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1913";"3002";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1914";"3003";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1915";"3004";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1916";"3005";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1917";"3006";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1918";"3007";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1919";"3008";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1920";"3009";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1921";"3010";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1922";"3011";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1923";"3012";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1924";"3013";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1925";"3014";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1926";"3015";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1927";"3016";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1928";"3017";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
"1929";"3018";"0000-00-00 00:00:00";;;;;;;;;;;;;;;;;;;"0";
